id_API,x,y,z,alternativeColorMap
25019,9.789799,8.386517,-1,#0000FF
25108,5.2373185,6.2529473,-1,#0000FF
25217,6.489626,3.2092674,-1,#0000FF
25619,9.769314,3.1262994,-1,#0000FF
25738,5.456441,5.2741146,-1,#0000FF
160082,9.328659,4.9613695,-1,#0000FF
160176,10.32495,5.7254825,-1,#0000FF
160530,10.37792,5.8174586,-1,#0000FF
160583,9.640741,6.118462,-1,#0000FF
160631,10.332021,5.742212,-1,#0000FF
160726,10.360895,5.8300853,-1,#0000FF
160841,9.835244,5.9190297,-1,#0000FF
160978,10.352477,5.733427,-1,#0000FF
161001,10.211061,5.8572836,-1,#0000FF
161004,10.241917,5.679208,-1,#0000FF
161018,9.823871,5.7940826,-1,#0000FF
161119,10.114439,5.846704,-1,#0000FF
161181,10.312129,5.794256,-1,#0000FF
162606,5.2514257,1.1506387,-1,#0000FF
163647,5.2427483,1.1228501,-1,#0000FF
164977,5.2431955,1.1461983,-1,#0000FF
164985,5.2575674,1.1748791,-1,#0000FF
167238,5.4944324,0.9433785,-1,#0000FF
167658,9.424421,5.67399,-1,#0000FF
167981,5.433812,0.84727544,-1,#0000FF
168035,5.4398746,0.8147951,-1,#0000FF
168206,10.003587,4.950358,-1,#0000FF
168237,5.487755,0.75610495,-1,#0000FF
168313,5.3270307,1.0410264,-1,#0000FF
168441,5.4590116,0.7829155,-1,#0000FF
168457,5.4287963,0.86543715,-1,#0000FF
169284,9.448043,5.2755938,-1,#0000FF
169304,8.694648,5.0337157,-1,#0000FF
169785,9.761547,6.0205646,-1,#0000FF
169816,9.566571,5.63491,-1,#0000FF
169843,9.623357,5.683353,-1,#0000FF
169853,9.9899235,5.8352466,-1,#0000FF
169861,9.590354,5.710449,-1,#0000FF
170215,8.946103,4.332157,-1,#0000FF
171158,7.7071576,4.6348963,-1,#0000FF
171303,9.23225,5.1472173,-1,#0000FF
171365,9.347411,5.1490507,-1,#0000FF
171492,8.884575,4.5902357,-1,#0000FF
171586,7.7410774,4.680445,-1,#0000FF
171770,9.358567,5.110467,-1,#0000FF
177862,7.4073577,5.1253257,-1,#0000FF
179930,8.823208,5.1909347,-1,#0000FF
180444,9.991818,5.5458183,-1,#0000FF
174859,8.7304945,4.0931273,-1,#0000FF
175198,7.8367696,4.499972,-1,#0000FF
183709,7.51287,5.200982,-1,#0000FF
184023,9.295411,5.2756486,-1,#0000FF
185321,9.6052265,5.5462327,-1,#0000FF
185413,9.589928,5.927429,-1,#0000FF
186365,9.202553,4.930146,-1,#0000FF
186601,7.8924637,4.4800076,-1,#0000FF
187833,7.0082707,5.083495,-1,#0000FF
188546,7.761535,4.5462866,-1,#0000FF
188626,9.375566,5.206033,-1,#0000FF
191024,9.876722,5.5881505,-1,#0000FF
191280,8.865343,5.049654,-1,#0000FF
191305,7.491541,4.9020085,-1,#0000FF
191634,8.288355,4.844737,-1,#0000FF
192114,7.621293,5.3754425,-1,#0000FF
192890,9.205358,5.1565123,-1,#0000FF
192901,7.5845456,4.673187,-1,#0000FF
193304,7.161816,5.10463,-1,#0000FF
194612,9.324459,4.979975,-1,#0000FF
195878,9.120127,4.3636284,-1,#0000FF
196754,7.622181,4.674249,-1,#0000FF
201339,9.027517,5.4674115,-1,#0000FF
202792,9.327182,5.221902,-1,#0000FF
203756,9.088785,5.078639,-1,#0000FF
207708,9.533433,5.6081653,-1,#0000FF
212502,9.663486,5.615745,-1,#0000FF
212554,8.552523,4.2912765,-1,#0000FF
213381,9.289159,4.4560328,-1,#0000FF
213552,9.173192,5.650112,-1,#0000FF
213581,9.234474,5.5577974,-1,#0000FF
213590,9.231287,5.5008826,-1,#0000FF
213676,9.235304,5.5368605,-1,#0000FF
219562,9.324312,5.3021026,-1,#0000FF
224970,9.463582,5.4425144,-1,#0000FF
225262,9.140024,5.2557387,-1,#0000FF
225270,9.233524,5.1435924,-1,#0000FF
225358,9.182609,5.143948,-1,#0000FF
225365,9.287058,5.2115583,-1,#0000FF
233300,9.640305,5.197615,-1,#0000FF
233654,7.251627,5.3018966,-1,#0000FF
234023,10.891997,4.998728,-1,#0000FF
234124,9.704093,4.5394917,-1,#0000FF
235215,9.265995,5.389447,-1,#0000FF
239132,9.800783,6.1136575,-1,#0000FF
239896,10.121262,6.6923523,-1,#0000FF
240539,9.980599,6.4941792,-1,#0000FF
240685,9.92308,6.4361567,-1,#0000FF
240711,9.75752,6.112328,-1,#0000FF
240755,9.886465,6.279126,-1,#0000FF
241031,9.923581,6.161193,-1,#0000FF
241045,9.874554,6.2351217,-1,#0000FF
241482,9.920035,6.143819,-1,#0000FF
241570,9.944213,6.2916923,-1,#0000FF
14711,10.490579,4.879807,-1,#0000FF
14746,6.0632687,4.6210546,-1,#0000FF
14759,5.8922925,4.6487913,-1,#0000FF
14770,6.0011463,4.732663,-1,#0000FF
16603,9.304346,5.3878617,-1,#0000FF
16695,5.953172,5.45256,-1,#0000FF
16703,8.455019,0.60354114,-1,#0000FF
16738,9.674505,4.5659924,-1,#0000FF
16740,4.455398,6.972078,-1,#0000FF
16751,5.8892303,5.5141354,-1,#0000FF
16807,5.9385014,5.4913964,-1,#0000FF
16892,5.21135,5.902507,-1,#0000FF
16936,5.2476163,6.0084214,-1,#0000FF
16969,6.4524713,4.5304155,-1,#0000FF
17060,8.07829,3.7782624,-1,#0000FF
17100,11.223357,3.6912823,-1,#0000FF
17115,5.309006,6.3131995,-1,#0000FF
17188,9.453878,1.621665,-1,#0000FF
17264,4.394997,6.8724227,-1,#0000FF
17265,4.360274,6.8234487,-1,#0000FF
17527,9.430783,5.558453,-1,#0000FF
17563,5.8107204,4.532474,-1,#0000FF
17566,9.028786,4.5706224,-1,#0000FF
17709,6.285667,6.9792476,-1,#0000FF
17768,9.696105,3.3883784,-1,#0000FF
17825,5.755131,5.604797,-1,#0000FF
17833,5.8456526,5.6184235,-1,#0000FF
17841,11.789624,4.8574376,-1,#0000FF
17880,5.2675533,3.4344816,-1,#0000FF
17962,8.419203,5.321242,-1,#0000FF
18230,7.0409985,7.156809,-1,#0000FF
18295,8.762374,5.512971,-1,#0000FF
18423,9.897355,4.7926493,-1,#0000FF
18428,9.452323,4.3465714,-1,#0000FF
18430,10.625087,5.9900146,-1,#0000FF
21466,7.227368,5.2347,-1,#0000FF
21494,9.204039,4.4222074,-1,#0000FF
21497,9.29145,5.508174,-1,#0000FF
21517,9.924907,6.0119214,-1,#0000FF
21741,6.8124723,4.3118095,-1,#0000FF
21771,9.01325,4.236946,-1,#0000FF
22299,9.883667,6.1691756,-1,#0000FF
23458,5.4952717,4.054162,-1,#0000FF
25249,9.736536,4.404668,-1,#0000FF
25371,5.300728,6.427632,-1,#0000FF
41003,9.323512,5.197888,-1,#0000FF
161451,10.377368,5.700921,-1,#0000FF
161583,10.376406,5.7215233,-1,#0000FF
161619,10.22578,5.6650963,-1,#0000FF
161622,10.208792,5.57415,-1,#0000FF
161859,9.598055,5.8379846,-1,#0000FF
164171,5.22995,1.121473,-1,#0000FF
164829,9.647013,5.7932034,-1,#0000FF
164937,5.22266,1.1491715,-1,#0000FF
168473,5.444783,0.85618633,-1,#0000FF
168477,5.4375725,0.8200951,-1,#0000FF
168518,9.042236,4.4797535,-1,#0000FF
168764,5.455209,0.83404505,-1,#0000FF
168799,5.4557595,0.8049313,-1,#0000FF
169610,9.227317,5.756518,-1,#0000FF
169614,7.968239,4.6399198,-1,#0000FF
169643,7.9932323,4.805618,-1,#0000FF
191951,9.084868,4.476866,-1,#0000FF
191977,8.625317,5.0370846,-1,#0000FF
192399,10.212154,5.552905,-1,#0000FF
192450,9.832531,4.765258,-1,#0000FF
192512,10.024324,4.476987,-1,#0000FF
192573,4.8246884,6.7258224,-1,#0000FF
192735,6.1881857,2.315945,-1,#0000FF
192761,8.72526,5.7821136,-1,#0000FF
194930,9.582635,5.7396994,-1,#0000FF
196096,10.015089,5.5833287,-1,#0000FF
198512,7.5920844,5.2543097,-1,#0000FF
199181,9.252593,5.285747,-1,#0000FF
199293,9.03179,5.191625,-1,#0000FF
200802,10.123968,5.0286818,-1,#0000FF
202294,7.4744096,5.0726857,-1,#0000FF
202564,7.45065,5.037175,-1,#0000FF
203787,8.644927,3.6142502,-1,#0000FF
203806,8.646154,3.6592112,-1,#0000FF
203864,8.627668,3.5790834,-1,#0000FF
203874,8.667335,3.5849242,-1,#0000FF
203903,8.709753,3.6161838,-1,#0000FF
203933,8.607784,3.6430771,-1,#0000FF
204055,7.502782,4.9034967,-1,#0000FF
204541,10.051239,5.0824404,-1,#0000FF
214362,9.137483,5.0604553,-1,#0000FF
225708,9.304798,5.2816486,-1,#0000FF
233935,9.345889,5.0107203,-1,#0000FF
233956,9.00329,4.732248,-1,#0000FF
241838,9.907454,6.2050266,-1,#0000FF
241852,9.939473,6.1302795,-1,#0000FF
241996,9.871944,6.218475,-1,#0000FF
242081,9.879365,6.167048,-1,#0000FF
242255,9.980958,6.298855,-1,#0000FF
242333,9.894753,6.206106,-1,#0000FF
242457,9.873064,6.2590137,-1,#0000FF
242463,9.871348,6.159088,-1,#0000FF
242467,9.909011,6.3773537,-1,#0000FF
242614,9.936397,6.3629737,-1,#0000FF
243157,9.969393,6.5208564,-1,#0000FF
243163,9.953123,6.5558558,-1,#0000FF
243191,9.978499,6.551105,-1,#0000FF
243193,9.97141,6.571981,-1,#0000FF
243203,9.961663,6.545742,-1,#0000FF
243209,9.918246,6.357057,-1,#0000FF
243217,9.96359,6.5107994,-1,#0000FF
243219,9.946,6.4092464,-1,#0000FF
243227,10.014166,6.5356894,-1,#0000FF
243231,9.947743,6.443059,-1,#0000FF
243253,9.965741,6.5350213,-1,#0000FF
243263,9.968723,6.5331664,-1,#0000FF
13049,-2.1302254,8.152826,-1,#0000FF
13052,-1.6285846,8.449571,-1,#0000FF
13054,-1.6406149,8.504605,-1,#0000FF
13089,-1.6312342,8.4637375,-1,#0000FF
13095,-1.6764543,8.446926,-1,#0000FF
13215,-1.628881,8.466117,-1,#0000FF
13217,-1.6427205,8.452489,-1,#0000FF
13248,-1.7781363,8.315673,-1,#0000FF
13327,-1.6747177,8.408681,-1,#0000FF
13360,-1.7139145,8.422039,-1,#0000FF
14772,5.9114404,4.6221385,-1,#0000FF
14781,10.072633,4.600984,-1,#0000FF
14802,6.2567244,4.7458987,-1,#0000FF
14803,6.0587683,4.5169153,-1,#0000FF
14805,6.083918,4.7605543,-1,#0000FF
14816,5.8946095,4.558712,-1,#0000FF
14914,9.849904,8.275858,-1,#0000FF
16813,11.014843,3.7217493,-1,#0000FF
18507,8.711696,5.7602158,-1,#0000FF
18519,4.310438,7.1387324,-1,#0000FF
18535,5.595178,3.413707,-1,#0000FF
18538,9.717987,3.0963547,-1,#0000FF
18551,9.750562,3.1004002,-1,#0000FF
18577,10.653939,4.699931,-1,#0000FF
18636,5.3219953,6.9542317,-1,#0000FF
18705,9.929104,4.3588,-1,#0000FF
18739,9.558287,4.3285146,-1,#0000FF
18886,5.6821733,6.7264204,-1,#0000FF
18912,9.243898,5.045431,-1,#0000FF
18938,3.8739586,5.8043184,-1,#0000FF
18951,9.620401,4.096181,-1,#0000FF
18960,9.234157,4.413194,-1,#0000FF
18962,10.399606,4.918781,-1,#0000FF
18974,4.9886804,6.0375295,-1,#0000FF
19008,5.914342,5.479914,-1,#0000FF
19032,6.1214995,4.855797,-1,#0000FF
19049,8.444245,0.6311439,-1,#0000FF
19079,11.574633,-0.0969231,-1,#0000FF
19103,7.862781,6.6654334,-1,#0000FF
19114,6.376678,6.3083296,-1,#0000FF
19159,10.998812,3.8227575,-1,#0000FF
19223,8.457322,0.6313843,-1,#0000FF
19275,6.130614,4.3794737,-1,#0000FF
19303,3.8154445,7.0015306,-1,#0000FF
19340,10.102257,3.9813528,-1,#0000FF
19395,10.104698,4.068811,-1,#0000FF
19401,11.578181,10.606261,-1,#0000FF
19412,9.653067,4.572044,-1,#0000FF
19500,9.538067,1.7128527,-1,#0000FF
19539,8.631543,5.023716,-1,#0000FF
19550,5.189872,7.0572314,-1,#0000FF
19582,11.870606,8.485417,-1,#0000FF
19612,6.5457473,3.1401646,-1,#0000FF
19624,5.604663,6.814612,-1,#0000FF
19652,10.10241,4.1004934,-1,#0000FF
19659,6.140305,3.7272058,-1,#0000FF
19666,8.72368,4.499651,-1,#0000FF
19694,6.238717,7.003926,-1,#0000FF
19731,9.730978,3.4698904,-1,#0000FF
19754,5.953825,8.506004,-1,#0000FF
19788,11.563013,-0.09479555,-1,#0000FF
19849,9.809724,4.44479,-1,#0000FF
19938,8.891071,3.223144,-1,#0000FF
19950,8.625747,5.9343777,-1,#0000FF
19955,5.7172503,2.223996,-1,#0000FF
19985,4.385224,3.9924603,-1,#0000FF
20012,5.613824,6.1444554,-1,#0000FF
20018,8.932608,3.1674547,-1,#0000FF
20039,5.441535,6.443948,-1,#0000FF
20047,10.833708,4.115949,-1,#0000FF
20085,4.8694854,6.605202,-1,#0000FF
20113,9.279991,4.8765736,-1,#0000FF
20136,10.81757,4.8609776,-1,#0000FF
20199,5.1586556,3.7579675,-1,#0000FF
20220,7.5755253,8.229634,-1,#0000FF
20247,10.251422,5.302184,-1,#0000FF
20289,5.7271314,3.402777,-1,#0000FF
20293,10.686496,4.031526,-1,#0000FF
20311,5.9986734,5.472682,-1,#0000FF
20328,8.632908,5.4487147,-1,#0000FF
20388,8.329795,4.9226727,-1,#0000FF
20406,10.230747,5.0398583,-1,#0000FF
20420,13.302875,8.963305,-1,#0000FF
20499,5.3028164,3.5047755,-1,#0000FF
20529,9.525145,4.9861236,-1,#0000FF
20558,4.8883953,5.937426,-1,#0000FF
20569,10.952942,4.217327,-1,#0000FF
20602,8.784652,4.172238,-1,#0000FF
20625,6.222212,3.6657848,-1,#0000FF
20631,5.781046,6.9542594,-1,#0000FF
21546,10.053951,4.7343807,-1,#0000FF
21565,5.325736,5.30098,-1,#0000FF
21595,9.562821,4.7486076,-1,#0000FF
21783,9.737023,4.459955,-1,#0000FF
21789,6.8907313,4.3479824,-1,#0000FF
21797,8.980616,4.605472,-1,#0000FF
24367,5.2480044,1.1404061,-1,#0000FF
24657,5.243899,1.1386486,-1,#0000FF
24720,-1.6998585,8.427761,-1,#0000FF
24722,-1.7065414,8.482738,-1,#0000FF
25462,8.913895,4.296434,-1,#0000FF
25478,8.534356,6.5548177,-1,#0000FF
25479,11.554657,-0.08530947,-1,#0000FF
25501,15.035352,4.2063,-1,#0000FF
25522,4.8359895,7.610719,-1,#0000FF
25533,5.6122446,2.1462104,-1,#0000FF
25547,10.243262,5.4198766,-1,#0000FF
25551,10.739556,5.2321987,-1,#0000FF
25603,9.275395,5.222534,-1,#0000FF
25616,5.693808,6.11058,-1,#0000FF
25787,8.433416,3.4034858,-1,#0000FF
40770,9.537431,5.7271304,-1,#0000FF
40933,5.6856775,6.6078877,-1,#0000FF
41089,9.787059,4.881677,-1,#0000FF
41109,9.670806,4.532776,-1,#0000FF
41188,5.187866,6.964853,-1,#0000FF
41249,8.835981,5.607022,-1,#0000FF
41252,9.378056,4.7519712,-1,#0000FF
41330,9.287653,4.80561,-1,#0000FF
41356,9.618165,4.9327607,-1,#0000FF
41361,9.24996,5.169378,-1,#0000FF
161875,9.702416,5.8403463,-1,#0000FF
161910,9.72987,5.981246,-1,#0000FF
162001,9.553253,5.9722424,-1,#0000FF
162024,9.821259,6.054724,-1,#0000FF
162048,10.053583,5.7971573,-1,#0000FF
162086,10.216273,5.9130583,-1,#0000FF
162093,10.297879,5.8366346,-1,#0000FF
162118,9.508283,5.721968,-1,#0000FF
162162,10.275719,5.735747,-1,#0000FF
162166,9.7186775,5.605342,-1,#0000FF
162176,10.119626,5.714435,-1,#0000FF
162198,9.884666,6.229272,-1,#0000FF
162219,10.355017,5.6933246,-1,#0000FF
162535,5.2040625,1.1121187,-1,#0000FF
164249,9.625152,5.7507443,-1,#0000FF
164410,5.24327,1.1384225,-1,#0000FF
164424,5.2642,1.160636,-1,#0000FF
164523,5.2151284,1.1329985,-1,#0000FF
164815,5.2832036,1.1480101,-1,#0000FF
168872,9.304066,5.216003,-1,#0000FF
168995,9.690738,5.706762,-1,#0000FF
169008,5.4351854,0.84725773,-1,#0000FF
169025,5.430819,0.79621345,-1,#0000FF
169031,5.431707,0.84572667,-1,#0000FF
169053,5.4472904,0.8061816,-1,#0000FF
169086,8.824902,4.2371902,-1,#0000FF
169114,5.4147444,0.8111453,-1,#0000FF
169122,5.4328194,0.8446348,-1,#0000FF
169663,7.8075976,4.734881,-1,#0000FF
169679,7.6053443,4.591632,-1,#0000FF
169688,8.194052,4.6808333,-1,#0000FF
169844,10.093727,5.85452,-1,#0000FF
205870,8.537169,4.2410054,-1,#0000FF
206106,5.510636,7.152363,-1,#0000FF
206184,5.331186,3.3634183,-1,#0000FF
206210,9.993302,4.2340393,-1,#0000FF
206376,4.9743032,6.0654025,-1,#0000FF
206611,5.2327952,3.4792883,-1,#0000FF
206880,10.845999,4.972684,-1,#0000FF
207017,14.747175,4.312187,-1,#0000FF
207329,10.963199,3.9851613,-1,#0000FF
207378,8.643236,4.641989,-1,#0000FF
207595,8.777141,4.9515643,-1,#0000FF
207790,5.402264,6.5397882,-1,#0000FF
207899,10.640764,6.6855984,-1,#0000FF
208124,6.4100003,3.3640392,-1,#0000FF
208206,9.180397,4.7385497,-1,#0000FF
208328,5.7430463,6.327533,-1,#0000FF
208374,8.669893,5.731864,-1,#0000FF
208477,11.543763,-0.06828258,-1,#0000FF
208651,5.8154397,5.2952576,-1,#0000FF
208734,10.858515,4.8763075,-1,#0000FF
208844,9.829294,4.680626,-1,#0000FF
208952,10.573898,5.1811867,-1,#0000FF
208972,10.417996,3.8353786,-1,#0000FF
209202,3.9230795,6.9773026,-1,#0000FF
209355,8.407718,4.2393494,-1,#0000FF
209374,11.06426,3.878523,-1,#0000FF
209448,10.945468,4.379534,-1,#0000FF
209668,9.968991,4.0598927,-1,#0000FF
209785,9.621927,4.3786283,-1,#0000FF
209949,8.587987,6.548786,-1,#0000FF
210381,9.059636,4.4264455,-1,#0000FF
210781,9.838735,4.695322,-1,#0000FF
211208,8.658989,6.381923,-1,#0000FF
211325,4.706742,7.6479135,-1,#0000FF
211537,9.54217,4.652714,-1,#0000FF
211583,9.752934,3.197064,-1,#0000FF
212440,4.4596844,6.7823215,-1,#0000FF
212465,11.06855,4.29457,-1,#0000FF
212475,5.599207,6.0636644,-1,#0000FF
212603,6.1845465,6.3787293,-1,#0000FF
212717,8.403927,4.224651,-1,#0000FF
212858,10.877663,6.166422,-1,#0000FF
213087,9.346725,4.8280444,-1,#0000FF
213489,8.903482,5.5371714,-1,#0000FF
213562,8.652242,4.6728196,-1,#0000FF
213600,7.1112022,7.0770454,-1,#0000FF
213677,9.984229,4.934194,-1,#0000FF
214833,4.7740307,7.1047807,-1,#0000FF
214957,5.131225,6.9998555,-1,#0000FF
215023,3.8950305,5.8276587,-1,#0000FF
215133,4.990419,7.4239225,-1,#0000FF
215251,9.578604,4.0256667,-1,#0000FF
215280,9.105569,4.358944,-1,#0000FF
215364,10.5169735,4.6154566,-1,#0000FF
215525,8.563996,6.495601,-1,#0000FF
215562,5.3697047,6.1900992,-1,#0000FF
215916,8.578568,6.4804034,-1,#0000FF
216094,11.191444,3.794784,-1,#0000FF
216183,12.090485,8.9562235,-1,#0000FF
216220,3.7815533,7.0005817,-1,#0000FF
216453,4.063837,6.939657,-1,#0000FF
216649,9.654476,3.2114418,-1,#0000FF
216866,6.703805,5.4010262,-1,#0000FF
216894,16.157099,2.6812375,-1,#0000FF
216932,9.410959,6.5800347,-1,#0000FF
217183,8.572134,2.1410336,-1,#0000FF
217421,9.780772,3.3557954,-1,#0000FF
217504,10.925447,3.8558908,-1,#0000FF
217931,3.972919,3.4372015,-1,#0000FF
225276,8.888174,4.3088274,-1,#0000FF
233652,5.7911057,4.6066155,-1,#0000FF
233912,10.1906185,4.545573,-1,#0000FF
236374,8.252617,4.9554243,-1,#0000FF
236393,6.9179444,4.138707,-1,#0000FF
236421,8.33557,4.3663373,-1,#0000FF
236431,8.4593935,4.4821634,-1,#0000FF
236509,10.094784,4.6736484,-1,#0000FF
236630,8.451246,4.419239,-1,#0000FF
243599,9.945388,6.230355,-1,#0000FF
243727,9.954515,6.1720195,-1,#0000FF
