id_API,anoApresentacao,dataApresentacao,tipo,ano_query,temas,partidos
67045,2002.0,2002-08-27T15:03,Projeto de Lei,2002.0,Administração Pública,PL
67047,2002.0,2002-08-27T15:04,Projeto de Lei,2002.0,"Indústria, Comércio e Serviços",PL
67056,2002.0,2002-08-27T15:18,Projeto de Lei,2002.0,"Viação, Transporte e Mobilidade",PR
67057,2002.0,2002-08-27T15:19,Projeto de Lei,2002.0,Trabalho e Emprego,PR
67058,2002.0,2002-08-27T15:27,Projeto de Lei,2002.0,Administração Pública; Defesa e Segurança,PMDB
67060,2002.0,2002-08-27T15:33,Projeto de Lei,2002.0,Comunicações; Defesa e Segurança,PMDB
67098,2002.0,2002-08-27T16:30,Requerimento de Informação,2002.0,Economia,PR
67099,2002.0,2002-08-27T16:31,Projeto de Lei,2002.0,Trabalho e Emprego,PP
67100,2002.0,2002-08-27T16:32,Projeto de Lei,2002.0,Finanças Públicas e Orçamento,PT
67102,2002.0,2002-08-27T16:33,Projeto de Lei,2002.0,Direito Penal e Processual Penal,PDT
67103,2002.0,2002-08-27T16:41,Projeto de Lei,2002.0,"Política, Partidos e Eleições",PDT
67109,2002.0,2002-08-27T17:04,Projeto de Lei,2002.0,"Viação, Transporte e Mobilidade",PT
67110,2002.0,2002-08-27T17:05,Requerimento de Informação,2002.0,Economia,ARENA
67111,2002.0,2002-08-27T17:05,Requerimento de Informação,2002.0,"Direito Civil e Processual Civil; Indústria, Comércio e Serviços",ARENA
67112,2002.0,2002-08-27T17:05,Requerimento de Informação,2002.0,"Economia; Indústria, Comércio e Serviços",ARENA
67114,2002.0,2002-08-27T17:16,Requerimento de Informação,2002.0,Direito Civil e Processual Civil; Economia,ARENA
67116,2002.0,2002-08-27T17:17,Requerimento de Informação,2002.0,Direitos Humanos e Minorias; Economia,ARENA
67117,2002.0,2002-08-27T17:18,Requerimento de Informação,2002.0,Comunicações; Economia,ARENA
67118,2002.0,2002-08-27T17:18,Projeto de Lei,2002.0,Esporte e Lazer,PP
67119,2002.0,2002-08-27T17:19,Projeto de Lei Complementar,2002.0,Administração Pública,PMDB
67125,2002.0,2002-08-27T17:42,Projeto de Lei,2002.0,Finanças Públicas e Orçamento; Trabalho e Emprego,PT
67127,2002.0,2002-08-27T17:46,Projeto de Lei,2002.0,"Viação, Transporte e Mobilidade",PT
67134,2002.0,2002-08-27T18:11,Requerimento de Informação,2002.0,"Direito Penal e Processual Penal; Indústria, Comércio e Serviços",PSDB
67135,2002.0,2002-08-27T18:11,Projeto de Lei,2002.0,"Direito Civil e Processual Civil; Indústria, Comércio e Serviços",PSDB
67219,2002.0,2002-08-27T19:04,Projeto de Lei,2002.0,Previdência e Assistência Social,PR
67221,2002.0,2002-08-27T19:05,Requerimento de Informação,2002.0,Economia,PT
67225,2002.0,2002-08-27T19:06,Projeto de Lei,2002.0,Trabalho e Emprego,PT
67228,2002.0,2002-08-27T19:07,Projeto de Lei,2002.0,Estrutura Fundiária,PPB
67229,2002.0,2002-08-27T19:08,Projeto de Lei,2002.0,Educação,PPB
67231,2002.0,2002-08-27T19:09,Projeto de Lei,2002.0,Trabalho e Emprego,PST
67237,2002.0,2002-08-27T19:12,Projeto de Lei,2002.0,"Viação, Transporte e Mobilidade",MDB; PSD
67241,2002.0,2002-08-27T19:23,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PP
67251,2002.0,2002-08-27T19:30,Projeto de Lei,2002.0,Trabalho e Emprego,PTB
67253,2002.0,2002-08-27T19:44,Indicação ,2002.0,"Viação, Transporte e Mobilidade",PP
67254,2002.0,2002-08-27T19:45,Indicação ,2002.0,"Viação, Transporte e Mobilidade",PP
67257,2002.0,2002-08-27T20:00,Requerimento de Informação,2002.0,Economia,PT
67266,2002.0,2002-08-28T11:06,Requerimento de Informação,2002.0,Educação,PT
67273,2002.0,2002-08-28T11:38,Projeto de Lei Complementar,2002.0,Finanças Públicas e Orçamento,PPS
67283,2002.0,2002-08-28T12:01,Requerimento de Informação,2002.0,Educação,PT
67287,2002.0,2002-08-28T12:14,Projeto de Lei,2002.0,Educação; Homenagens e Datas Comemorativas,PCdoB
67289,2002.0,2002-08-28T12:15,Projeto de Lei,2002.0,Trabalho e Emprego,PCdoB
67290,2002.0,2002-08-28T12:16,Projeto de Lei,2002.0,Trabalho e Emprego,PTB
67292,2002.0,2002-08-28T12:17,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PTB
67293,2002.0,2002-08-28T12:19,Requerimento de Informação,2002.0,"Energia, Recursos Hídricos e Minerais",PCdoB
67294,2002.0,2002-08-28T12:43,Projeto de Lei,2002.0,Trabalho e Emprego,PSDB
67295,2002.0,2002-08-28T12:44,Projeto de Lei,2002.0,"Arte, Cultura e Religião",PT
67297,2002.0,2002-08-28T12:53,Projeto de Lei,2002.0,Administração Pública; Direitos Humanos e Minorias,ARENA
